,Duration,Call Id,V_Range,mnth_sin,day_sin,hr_sin,mnth_cos,day_cos,hr_cos,type_Current Customer,type_Other,type_Sales,type_Service,status_Answering Service/Call Center,status_Current Customer,status_Disconnected in Progress,status_Existing Customer Prospect,status_Left Message/Voice Mail,status_New Prospect,status_Other,status_Referral Prospect,status_Repeat Caller,Words
252,71,1060717548.0,1,1.0,0.49999999999999994,-0.4999999999999997,-0.8660254037844385,0.8660254037844387,0.866025403784439,1,0,0,0,0,1,0,0,0,0,0,0,0,Maria how can I make my official and it was just want to see if it's right 15 8th Street North I will double check with Miss pearls I was out there see if he has heard anything from acceptance for prior I will hold you up for the 943-485-6882 know thanks bye 
258,71,1066672637.0,1,0.9659258262890682,0.49999999999999994,-0.8660254037844385,-0.4999999999999998,0.8660254037844387,1.1943401194869635e-15,0,0,0,1,0,0,0,1,0,0,0,0,0,my name is Chris I got for you I have a split system that you installed it works just fine however I think I'm a private I look inside like to see some old on the very back to where I can talk to me recently this tell you without thing almost have the entire front piece off hi it says that you do and what would it cost me well they're closed now for the day so I can leave a message for the offer this service so I didn't realize that they caught the answering service picks up after 4:00 or be closed after 4 that's right just came out you're welcome 
264,69,1061808956.0,1,1.0,0.7071067811865476,0.258819045102521,-0.8660254037844385,0.5000000000000001,0.49999999999999933,1,0,0,0,0,1,0,0,0,0,0,0,0,Jennifer with Maria how can I make it by the Chicago there's a purchase order for me I'm just checking on the status 715 8th Street North guarding your system alright I was checking with Carol to look in their life group I will check with our booth he hurt his back from the supplier and then I guess you at 519-434-8065 thank you 
270,63,1059485520.0,1,1.0,0.49999999999999994,-0.25881904510252035,-0.8660254037844385,0.8660254037844387,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,it is Maria speaking how can I make a smile is Chris Lucy call you again as the system is not resetting or whatever I just went period I've been looking up every once laws and listening to see if it resided never had I just went out there though and all is going out hotter it's on cold and it's just it's just blowing warm air okay alright see what I can do I've got a couple of guys here is the sugar what the problem is give you a call at your home yeah I'll be here the rest of the day I asked you 
276,323,729587405.0,1,0.5000000000000003,0.25881904510252074,0.7071067811865476,-1.8369701987210297e-16,1.0,-0.5000000000000004,0,0,0,1,0,0,0,1,0,0,0,0,0,animal call you connect tonight I'm an exact time okay 
282,254,735310556.0,1,0.258819045102521,0.7071067811865476,0.5000000000000003,0.49999999999999933,0.5000000000000001,-1.8369701987210297e-16,0,0,0,1,0,0,0,0,0,1,0,0,0,this is Norma Perry speaking of somebody call me a little while ago don't have a Tony the Prada come here at 8:30 or 8:30 tomorrow Norma Perry Norma Perry calling this phone number while ago regarding Tony plumber coming her home tomorrow morning that's between 8:30 appropriate parking come in at 9 to get them out of there probably by the time they come and they need the water to say clean him and everything so would you have to come like later in the morning like usually sooner Tyrone see what happens okay well thank you very much very much 
288,315,708934422.0,0,0.9659258262890683,0.7071067811865476,-0.25881904510252035,-1.0,0.5000000000000001,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,summer 
294,59,1054410720.0,0,0.9659258262890683,0.49999999999999994,0.7071067811865476,-1.0,0.8660254037844387,-0.5000000000000004,0,0,0,1,0,0,0,0,0,1,0,0,0,service this is saying 1/2 miles you today you already have I'm calling to see if I could arrange to have somebody you wrote a route right sewer pipe I've got to cooking in it so I wonder if that would be possible either hit me or tomorrow asking if anyone is Friday after or Friday in the morning Friday will be if you're all booked up I have two trials for we are importantly okay thank you you're welcome bye bye bye 
300,315,693223565.0,0,0.9659258262890682,0.49999999999999994,0.7071067811865476,-0.4999999999999998,0.8660254037844387,-0.5000000000000004,0,0,0,1,0,0,0,0,0,1,0,0,0,purple purple 
306,180,693335317.0,0,0.9659258262890682,0.49999999999999994,-0.25881904510252035,-0.4999999999999998,0.8660254037844387,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,Jeff good morning I got a problem 
312,156,706490920.0,0,0.9659258262890683,0.25881904510252074,0.5000000000000003,-1.0,1.0,-1.8369701987210297e-16,0,0,0,1,0,0,0,1,0,0,0,0,0,intercourse 
318,134,710293474.0,0,0.8660254037844387,0.49999999999999994,0.258819045102521,-0.8660254037844388,0.8660254037844387,0.49999999999999933,0,0,0,1,0,0,0,1,0,0,0,0,0,my I think I can make you smile yo bro alright the problem God that's cool hi cook again on Friday okay alright her next week Mondays a holiday I do have to Facebook and pearl of the girls could come by okay we will call the middle form before we arrive because we're home in the morning so to be you'd like I could call me before 3 alright purpose I think you bye 
324,313,730374194.0,1,0.5000000000000003,0.7071067811865476,-0.7071067811865471,-1.8369701987210297e-16,0.5000000000000001,0.5000000000000004,0,0,0,1,0,0,0,0,0,1,0,0,0,hi back at 5 Peter up to get internet here it's Roger I got Roger harmful okay listen green label containers coming in that'll interrupt isn't on it does it already you more apparently they need to be plugged into the wall I'm here in Oakland okay okay thanks bye 
330,185,665820027.0,1,0.25881904510252074,0.8660254037844386,-2.4492935982947064e-16,1.0,6.123233995736766e-17,0.8660254037844378,0,0,1,0,0,0,0,0,0,1,0,0,0,it's a great service Maria speaking how can I make it's miles from me we bring someone as far as to give a quote on having switches phones as well as think that letter obviously at the the illegal so sorry it's a quote to how many we need currently wired switch on the fan in the lights and they would like them to change to 241 which were the right ones with the stamps problems with everything is the address 145 Central Avenue so I will forward this on to the dispatch department they will give you a call with an exact time and date when someone could come out is there a better time for you or OC Fair from 8 to 4:30 perfect she's like the price forums the bra size car see you Wednesday are you there perfectly we're allowed to get hold of you shortly perfect fishing 
336,178,1033721054.0,1,0.258819045102521,0.7071067811865476,0.258819045102521,0.49999999999999933,0.5000000000000001,0.49999999999999933,0,0,0,1,0,0,0,0,0,1,0,0,0,Connell homes Harris Becky how many miles there is let me crave office or at 15 Central Avenue serviced note how old is furnaces 4 News Alvin Mullins what our problem is happening Newcomer's u.s. general service that it says that there's no issues having clothes from conditioning with the furnace seems a little draft here how you felt super 500 phone number for 94303 I meant if I'm available that we have is improving someone's be great so what I'll give you a call as well we don't know what the temp great I appreciate probably for is it office probably more like 4 hours before Duty 2 okay no problem anytime 
342,307,736536668.0,0,0.258819045102521,0.25881904510252074,-0.4999999999999997,0.49999999999999933,1.0,0.866025403784439,0,0,0,1,0,0,0,1,0,0,0,0,0,okay proposal from the Earth price for the Easter hour so instead of 149 inch start with it it's nice yeah so 72195 apparel 
348,223,734981569.0,0,0.258819045102521,0.49999999999999994,0.7071067811865476,0.49999999999999933,0.8660254037844387,-0.5000000000000004,0,0,0,1,0,0,0,1,0,0,0,0,0,okay so I've gotta vitamins note and we charge your furniture no problem I will schedule you for a time to come back out if you have any okay the first available half I can put in the movies with Brad and then I swear okay so much bye 
354,73,735868857.0,0,0.258819045102521,0.9659258262890682,-2.4492935982947064e-16,0.49999999999999933,-0.4999999999999998,0.8660254037844378,0,0,0,1,0,0,0,0,1,0,0,0,0,thank you 
360,306,728164149.0,0,0.5000000000000003,0.49999999999999994,0.258819045102521,-1.8369701987210297e-16,0.8660254037844387,0.49999999999999933,0,0,0,1,0,0,0,1,0,0,0,0,0,do you got my phone number 
366,306,1049156707.0,0,0.8660254037844387,0.7071067811865476,-0.8660254037844385,-0.8660254037844388,0.5000000000000001,1.1943401194869635e-15,0,0,0,1,0,0,0,0,0,1,0,0,0,it's a pretty impressive you smile yes get a plumber before yes and what are we looking at what we sleep toilet not from the not from the not from the joint that has like the braided wire but from the tank to that I've braided wire thing so I suspect it might be a seal but it's probably 2530 years old well so I'm thinking we might as already fixed one problem on it and now this is happening so I'm thinking it might be time for a new one unless there's unless somebody can just say hey you know it you just need to do this but pretty I was wondering Saturdays usually put this to breathe or the other option is this paper personal it needs to be there has been a hook for Saturday I don't have any days off this week so when would be the earliest you'd be able to come we might be able to get up tomorrow otherwise you probably Monday okay okay I was just checking with my wife here probably when we see Monday probably first one of the day would be good that one okay what else would be a month would it be to the days the other day we are on 3116 Lane Drive I seen one is it that's great 95872 P.S right where you are so yeah it'll be totally died so how would that I would that work and you'll have a look at it and then they he says yeah I think we need a toilet usually with a pointless here looking at having to order also come out to you and when you want to go with going forward as like catalog or something or not okay this is an iPad said no we go to Lowe's or something like that I have no clue what to order okay right after the dogs right right you're a lot better go through us through it okay so is it possible how long is this window on Mondays anymore okay because the reason I ask is I just wondering we're looking at a new kitchen faucet well and I just wondering if you could look at that yeah we have one of these ones that swivels and then they they hand peace poles out as well okay and it's annoying and it's basically disintegrated in so we may use like the pull out bye yeah alright I got it okay thanks very much very welcome bye 
372,291,713932142.0,1,0.8660254037844387,0.49999999999999994,-2.4492935982947064e-16,-0.8660254037844388,0.8660254037844387,0.8660254037844378,0,0,0,1,0,0,1,0,0,0,0,0,0,waterfall the Warren if you're wearing John Tang there were some other parts and warm to confirm oh my gosh call me or when she even if I don't program for you guys anything Sorry my phone's been a little crazy yeah I'm here break in talking a warranty thing that's out for like to go if you guys have going on we are not home we want you guys are available go Friday short notice Harlem Park Drive in Berkeley to happen to be in the afternoon I wouldn't be terrible go to be home until 1 o'clock is breaking up hello 7 calendar makeover I'm not lying to you last night Ry find or Miss Verna cookies brownies bed hope you get better 1520 foot table yeah I'll be home by 1:00 I or and so how do we work out there is the way 
378,181,1034365393.0,1,0.258819045102521,0.0,0.9659258262890683,0.49999999999999933,0.8660254037844387,-1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,you're welcome 
384,94,685299795.0,1,0.8660254037844386,0.49999999999999994,-0.9659258262890681,6.123233995736766e-17,0.8660254037844387,-0.4999999999999992,0,1,0,0,0,0,0,0,1,0,0,0,0,thank you for calling finding homes to make you smile I talked to John and doing some upgrades to the property has a lock box on it again and see if we're around the same number just ask him to give me a call whenever you get a minute telephone number is 510 four 8358 and it's it's in regards to 54 Compton Crescent over here any seen at South Hills it's been a while but I'm sure you'll probably remember most of it okay answer who is a message for service it is 4 p.m. today so what I'll do is a message to their office and I'll have John give you a call once he's in tomorrow so you're welcome 
390,92,679908297.0,1,0.7071067811865476,0.25881904510252074,-0.7071067811865471,0.5000000000000001,1.0,0.5000000000000004,0,0,0,1,0,0,0,1,0,0,0,0,0,forget put it on purpose or something and hopefully make you smile Orange too lazy to go alright bye anybody else to look at even look at it 
396,289,720547577.0,0,0.7071067811865476,0.0,-0.7071067811865471,-0.5000000000000004,0.8660254037844387,0.5000000000000004,0,0,0,1,0,0,0,1,0,0,0,0,0,okay Sturgess 
402,287,1043926336.0,0,0.7071067811865476,0.0,0.7071067811865476,-0.5000000000000004,0.8660254037844387,-0.5000000000000004,0,0,0,1,0,0,0,1,0,0,0,0,0,if you find in home service Harris speaking how can I make my nerves limp any calling so we weeks ago my furnace is leaking and then so I didn't call you back but I turned on the furnace over the weekend there was a puddle again I assume that the air conditioning coils are freezing up or some such thing so I don't know if never happened before so I don't normal right of course so should I see your you're a person got it and see what's wrong Texas area if it's something you want to take the bus yeah yeah that would be probably a good idea so first thing in the morning would be best for me but I don't think how things are Cicely urgent urgent so we can have a bit of time to figure that out problem 41 Palace but do you want Palace email address yes that would be ideal I never did get my my air conditioning properly and is this past year okay yes I prefer in the morning both for his first calls hey what was the first uncertainty of not ruin my day you know of course how late do they go I used to like 5:00 and what was you know in that in that 3 of the day well you requested mornings a week past the morning be tribe morning but we spend a specific time or if you want to watch a movie while we would do a small miss ya connect to Monday work for you or a little too late well I don't know time will tell whether there's a flood in the basement or not but let's try that depends on where can we can talk if for some reason you can just I will I will work what time on Monday would 8 be okay we'll see you Monday and if you get a cancelation by any chance this give me a call we'll do yes I'll clean Jose right the first the first between thanks a lot problem have a great day 
408,184,1057602303.0,0,0.9659258262890683,0.0,0.8660254037844387,-1.0,0.8660254037844387,-0.8660254037844388,0,0,0,1,0,0,0,0,0,1,0,0,0,hey Dan it's Maria I'm not going to make you smile hi there this is Lynn sarva Tammy Collins my thermostat has stopped working and I priced battery and I checked to see that the breaker hasn't been working so I need your help you or one 1 of a new year I was I don't know it's not my eight years old Susan Emerson and yeah I'm on your home phone and then yes you've done work for me your address where do you 1 hours phone numbers are still the same I don't know if it's a side I mean I think that any of the numbers to come wait so I will schedule someone for you here I'm not sure if father someone available your home today at all or yeah yeah I'll just stay home I sure hope so it's going to be a squirter I know okay I will have someone give you a call today by 10 if I if there's availability Wednesday how God okay alright I will I'll put it right in the note the signal Mrs tell them that I'm I'm counting on them alright even know what does it go they will be and I didn't know where it would be 79 and then from that I know like to know what the best and then go from there okay I love that but if they have no choice yeah going there home okay okay I will have someone give you a call back you okay thanks bye bye 
414,159,704211629.0,0,0.9659258262890683,0.0,0.9659258262890683,-1.0,0.8660254037844387,-1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,calling for her Services Chico's important to us please stay on the line and we'll be right with you hey Terry sister Terry's speaking what is your name okay how do you son God yeah they're not even quite yet this morning how do you spell your to you I can take me for me to have them call you when I can I'm hoping okay you're welcome 
420,98,1047659242.0,0,0.7071067811865476,0.9659258262890682,0.8660254037844387,-0.5000000000000004,-0.4999999999999998,-0.8660254037844388,0,0,0,1,1,0,0,0,0,0,0,0,0,calling for in home service it's Terry how can I make a call hi there I'm just leave for Toronto unfortunately and I just see my furnace is leaking is there anything you can help or after hours well can they and they come like 2 yeah if you accept those the way too long yeah I didn't your home don't know how that works my cell too many answering service for us to let you know that it's $9 for a couple of days did you just have them come what is your name then sorry Penney's at AR p a t a n y okay the address 41 Hollis Street 519 +981-959-679-8195 yep and you are on there from you yep I will have a long time my way to take them is there anyway of knowing that those they'll give you a call back shortly okay bye 
426,285,1046320244.0,0,0.7071067811865476,0.0,0.7071067811865476,-0.5000000000000004,0.8660254037844387,-0.5000000000000004,0,0,0,1,0,0,0,0,0,0,0,1,0,Miss Maria speaking how can I make a smile where else should I just say hello so good morning it's text colder calling and I'm in need of a blur and my son Scott recommended you so I'm calling to see if I can make an appointment for a service call please feels like that you got the main visit my toilet is leaking to the point that pretty shut it off so that it fits sold right now but it then it went at the pickles and then it goes into this over the Overflow in his traveling into the self toilet and the 2nd I would like to shower all right there but feel so two items today I have no I've never used to be for us to say my son recommended you since I guess it's Trader I voice text but it's Mitchell's RH day Coulter see ohh you El Que e our 107 Applewood press adhere London the Wonderland area party 1:07 107 Applewood Crescent Applewood one word We Are One 471-3734 rogers.com is your spot if I recognize alright when $9 Visa card now is there for you so I'm more of a nap for like 4 morning so I have tomorrow afternoon available I can have them out tomorrow afternoon okay with that alright I will have someone give you a call and we'll confirm your call tomorrow by 10 tomorrow morning so 11 in the morning so we'll be back around 11 before lunch so you won't have you Bobby not I will I will let them know that I'll ask Rosie really room and leave me a message then when I get in from my walk you should do an email and let me know what's on the agenda we have him give you a call like 11 I will have dispatch the park give you a confirm tomorrow thank you 
432,279,1048409427.0,0,0.8660254037844387,0.25881904510252074,-0.25881904510252035,-0.8660254037844388,1.0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,breaking pretty fun is Maria style hi I'm just wondering how much it would cost to put a diverter valve in my car well I was we needed in the active wall of the shower right now it's on the shower head but it's too high for my wife to reach Sonia diverter valve down more where the pastor and so have a minor leak and you can see it coming through a bit in the kitchen the bathrooms on the floor and the kitchen's blow it and must minor does it just not showing it like the same between the drywall he's kind of showing up a bit and I'm pretty sure that's where the back of it so I'm thinking if we were getting the diverter valve that's have to take the back wall off in the closet behind the shower but anyway so they might be able to see where the leak I would be a bicycle Capital can find someone come out they can see where where the leak is coming from give you a price on the 00 school semester price was right we were going to get done we had a song you know those Puck lights in the kitchen as well as I don't know I like my lights on the other smaller now I'm just like a rose I put a roll of them in a couple of Rose the one of your guys you want of your life who is Mike with me a quote on that a while ago so if the price is right on the diverter in the shower then we would combine them to install slicer right below the shower anyways though in the kitchen so that would I'm going to send a plumber is actually yeah I'm just saying if it's not too high and I would do the job the same time if I already got a quote from a different phone though so I want to see what a quote from Penance is like embarrass me hungry an estimator so I will come in for me are you at home 9091 Payne Road I'm probably in your system at your record customer Suzanne Edwards before 8 right what am I am out on the leak and also the South so I'll run for the plumber when would you be a perfect for us know before tomorrow if you if you are available most Thursday morning question morning I will I will have someone give you a call to update you on I'm delighted okay good tomorrow by 10 1034 thank you 
438,82,1061450334.0,0,1.0,0.9659258262890682,0.8660254037844387,-0.8660254037844385,-0.4999999999999998,-0.8660254037844388,0,0,0,1,0,0,0,0,0,1,0,0,0,calling Financial Services has been hacking to make a smile I also this is Bronson in London Colleen over running electrical for a little plan okay are you looking for somebody to come out today or you look possible you do have a $149 late fee okay and what's the address 132 Somerset with an old Crescent your telephone 9 6 5776 present sick 7676 Service Plumbing and electrical done before before okay I will give you a call bye 
444,278,1086552719.0,2,0.25881904510252074,0.0,0.258819045102521,1.0,0.8660254037844387,0.49999999999999933,0,0,1,0,0,0,0,0,0,1,0,0,0,in service training on hopefully make you smile yes the Green Sheet I have done early or my service sorry 535 he he he he Chief Rachel good luck Anderson Terry race perfect your phone number is still 519-472-1763 you're looking for and see if I starting almost let me just see here and we'll set for you how is there any particular day or time of day you were hoping for Aries tomorrow hi could you Thursday 3:00 or Friday I could do 1 o'clock Porky's here do you know roughly how old it is for 1 p.m. 
450,277,1035540324.0,0,0.258819045102521,0.0,0.5000000000000003,0.49999999999999933,0.8660254037844387,-1.8369701987210297e-16,0,0,0,1,0,0,0,0,0,1,0,0,0,it's a great day Maria style specially make an appointment if somebody come over quote on school region and I need to have a note in for the microwave cuz it's going on the stove okay and there's a couple of outlets and I wanted to change and put some track lighting up okay and I want to work on that because I know it yeah okay what does the other night I know just put away the other lighting the feeling and then a light underneath one of the cover and then the two outlets on the side where this is I was told should be GSI I wanted to anyway because we're very tight when I try and be in okay so I wanted to change some anyway and I was told that GF eyes should be in there because of the water that we ask for their bathrooms or anything like that so yes and it's perfect it's no it's no it starting January 2nd also I have never all the stuff done for them now how we look for you before I know that you work in the time at 44 Park Mill Road you've done work here but I don't know what you've done if you've done electrical or Plumbing see your truck out front a lot 500 five oh that was not a lot of work there let me find it here I haven't been working my unit okay we're in the building that hot that's how I know that's probably to call you is because I seen your kindness who sent to 506 quite a bit 503-5007 are you Dennis McDonald game yes Plumbing all that it's not right for form yes yes yes we are so yeah he'll probably your phone number so 519-668-1964 yes so now for my God I will follow my liquor then he'll come on people go over everything first then give you a price back cuz it is due on the spots okay and then I'll just be one there under able to accept Visa Mastercard mouth those dollars he'll give you a price and then when you're ready just come all of that and all that by 6/8 okay okay I want to call first sacked Lee so he will be out a quote 9 for him come up because you can do right on the spot here okay alright so but when we do in Kansas or just clear for me I probably not Friday in the morning from trying to confirm for Friday morning okay Friday afternoon yeah okay I will put in with you so yeah and I will have someone give you a call for one kind of thing yeah my chance okay perfect I will put that in motion someone will contact me they are going to be great bye 
456,271,1049186837.0,0,0.8660254037844387,0.7071067811865476,-0.4999999999999997,-0.8660254037844388,0.5000000000000001,0.866025403784439,0,0,0,1,0,0,0,0,0,1,0,0,0,speaking how can you make you smile oh ha ha how long no I haven't been your face for no not at all is it that or it from you we can set up an appointment to look secret you have someone come through I guess if I can take your we are on our way Bartlett rtle or manager and drive since Fairmont subdivision just so I know the area there so yeah I was years ago mine who's but alrighty still love you w 1 M 7 +65-951-075-1959 and I asked how you hon look it up on my iPad post for the week and I want to somebody before that because the cyst running okay over how we work we do look nice come out and we'll go over everything with you give you the right price gold math ahead with repairs there is a $50 to me and when he's not accept cash check Visa or MasterCard okay service fee for him exactly what's going for you he would he would have to work at 1 to have one on his then he would come back and install it for you and happened and I feel like no spare let you know I'm okay so if someone there Tom availability for tomorrow and I will have someone give you a call from my dispatch Department I'll when someone will be there by 10:00 okay they will give you a call and I'm going from one was for tomorrow you'll call Bypass when someone for tomorrow okay can when I go to school for tomorrow tomorrow May 24th at 10 in the morning I'm almost give you a call to let you know when they will be coming out tomorrow so he should let you know okay sorry that's a spaz 
462,197,729275533.0,0,0.5000000000000003,0.0,0.5000000000000003,-1.8369701987210297e-16,0.8660254037844387,-1.8369701987210297e-16,0,0,0,1,0,0,0,1,0,0,0,0,0,okay bye 
468,269,699550985.0,0,1.0,0.25881904510252074,0.8660254037844387,-0.8660254037844385,1.0,-0.8660254037844388,0,0,0,1,0,0,0,1,0,0,0,0,0,Aero 0 2 0 3 I'm having a problem here for underscore 10 our first what I'll do is I will have Diana call you tomorrow are you home okay I will have a number okay then thank you bye bye 
474,108,718723924.0,0,0.7071067811865476,0.25881904510252074,0.8660254037844387,-0.5000000000000004,1.0,-0.8660254037844388,0,0,0,1,0,0,0,0,0,1,0,0,0,furnace motor I am going to be at the focus this one if you could have her a service tech come out hello heart 840 519-686-0969 okay alright bye 
480,262,731114439.0,2,0.5000000000000003,0.0,-2.4492935982947064e-16,-1.8369701987210297e-16,0.8660254037844387,0.8660254037844378,0,0,0,1,0,0,0,0,0,1,0,0,0,speaking how can I make a smile whatever you are hey 11441 okay no problem okay you are aware we do I feel like she needs any straight to give us a call I do have 20 of 4 on Wednesday afternoon well that's a bad thing so comma then go ahead with repairs in my he's not able to accept cash check Visa or MasterCard thank you alright good morning no problem finding the morning I have to leave by 5 perfect thank you 
486,196,715211668.0,2,0.8660254037844387,0.0,-0.8660254037844385,-0.8660254037844388,0.8660254037844387,1.1943401194869635e-15,1,0,0,0,0,0,0,0,0,0,0,0,1,okay 
492,195,731485173.0,2,0.5000000000000003,0.25881904510252074,-0.4999999999999997,-1.8369701987210297e-16,1.0,0.866025403784439,0,0,0,1,0,0,0,0,0,1,0,0,0,thank you 
498,117,1054851120.0,2,0.9659258262890683,0.0,0.258819045102521,-1.0,0.8660254037844387,0.49999999999999933,0,0,0,1,0,0,0,1,0,0,0,0,0,great day good morning well almost good afternoon Glenn installed a motion detector light and it's a 314 Grosvenor when did you want to when Kanika I'm going to first thing Thursday morning there are days that work alright yes I will be put in thank you bye 
504,258,733158841.0,1,0.5000000000000003,0.25881904510252074,-0.7071067811865471,-1.8369701987210297e-16,1.0,0.5000000000000004,0,0,1,0,0,0,0,0,0,1,0,0,0,thank you bye bye 
510,257,724315732.0,2,0.7071067811865476,0.25881904510252074,-2.4492935982947064e-16,-0.5000000000000004,1.0,0.8660254037844378,1,0,0,0,0,1,0,0,0,0,0,0,0,available 
516,106,1061029904.0,2,1.0,0.25881904510252074,0.5000000000000003,-0.8660254037844385,1.0,-1.8369701987210297e-16,0,0,0,1,0,0,0,0,0,1,0,0,0,x-rated funding Home Services I have to make you smile it is yes I have a blocked in st. and I need a plumber pretty fast do you have any idea I guess food in debris yeah afternoon do I'll see if I can call it and we didn't work for you before and many times what's the address 1645 Estevan Road Ron okay Ron so what I'll do is all I'll talk to Ron and I'll talk to Michael see who I can get you this afternoon I'll give you a call okay yeah I'll be away for an hour and a half both 1 o'clock I will give you a email thank you you're welcome bye bye 
522,255,703275545.0,0,0.9659258262890683,0.49999999999999994,0.9659258262890683,-1.0,0.8660254037844387,-1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,okay Michael Savino what he looks like he's phone numbers are still the same page how I feel and why the home protective payment right alright for one of our technicians to come out to go over that with you see what the problem is and get you guys going to be here I guess I'm free for today hello first available is next season if you have a cancellation Google someone to give you a call just looking at the schedule here at the Delco back unless I can get someone at the end of the day with Indians our phone I'm going to be done could I could be something very minor actress how do I go about that okay okay well I'll put you in for Friday so excited okay 2 in the afternoon when are you available someone could call me to confirm for sure I'm there okay I will give you a call back you know something comes up okay 
528,149,1057804238.0,0,0.9659258262890683,0.8660254037844386,-0.9659258262890681,-1.0,6.123233995736766e-17,-0.4999999999999992,0,0,0,1,0,0,0,0,0,1,0,0,0,Pensacola point in Home Services your call is important to us please stay on the line and we'll be right with you please stand by play please stand bye waiting my name is Jennifer Allen those scheduled service call this afternoon and no one's going up an S ohh n okay is that electrical for me or HVAC 195 to 1388 I'm at the office the office is actually closed after speaking with me answering for the rest okay what time is it 1400 Miami I've been sitting here all afternoon they offered message in house to get me a call bye bye now 
534,109,1057605756.0,0,0.9659258262890683,0.0,0.8660254037844387,-1.0,0.8660254037844387,-0.8660254037844388,0,0,0,1,0,0,0,1,0,0,0,0,0,did I make you smile good morning Diana my name is Jennifer Allen I waited all Friday after school okay what happened on Friday I have no idea what happened to join us here in the bullpen sorry in the schedule for Monday we have it be able to talk so you let me know what day works for you I'm credit to your account for the inconvenience and I've also put the gift cards in the mail for you as well thank you Mr week I understand when they when the fella was 9 to thank me this new system that you're doing where you're not giving us time to make any pain he said he said your time in the afternoon I said know if it's cool it's in the afternoon I have some time and they would let me you know I was here all day and then he says I'll know to call in and they give you somebody's available so call him though they will be in an hour is there a nice day Morrow Tuesday now you are in there okay bye 
540,77,704213382.0,0,0.9659258262890683,0.0,0.8660254037844387,-1.0,0.8660254037844387,-0.8660254037844388,0,0,0,1,0,0,0,0,0,1,0,0,0,I'm calling back they probably not since it's part of the day is going to make up work maybe some Anderson from from where I know there there might be somebody to me to be canceling tomorrow so anyway 
546,253,704901787.0,2,0.9659258262890683,0.49999999999999994,0.8660254037844387,-1.0,0.8660254037844387,-0.8660254037844388,0,0,1,0,0,0,0,0,0,1,0,0,0,Aquarius where can I go find attorneys to give you an accurate price whore okay no problem I put a remote because he knows and then who wrote to say good night okay so how you heard it all okay perfect alright I'll have someone there I think ohh between 2 and 40 thank you 
552,252,747457303.0,0,1.2246467991473532e-16,0.0,0.258819045102521,0.8660254037844384,0.8660254037844387,0.49999999999999933,0,0,0,1,0,0,0,1,0,0,0,0,0,no 
558,252,1076833447.0,0,0.7071067811865476,0.0,0.7071067811865476,0.5000000000000001,0.8660254037844387,-0.5000000000000004,0,0,0,1,0,0,0,1,0,0,0,0,0,Super Mario speaking how can I make a final so hi Michelle Ransom service before and so all good men to the roads so what what is the problem so there's something around 4 so just needs to be you should bring a progress so it's fine I just was like for some reason the laundry between the laundry in the gym at 2 City assist just be stuck in stuck in there is there someone in the butt was training I'd like pushed it down bring it was just like a little bit but we'll proceed a problem so I'd rather now yeah it's 45 Baseline Road East yes phone number so the face yes it is are you have a question for member of ours I'm sorry home exclamation all I don't believe so I've been there so I have it with Reliant I don't have no not has my basement is leaking anyways and I'm having someone come and look at it it's always been a problem during not a problem again and iPad child on every only so if I have a problem I'm having coming up rather don't want have in the meantime comma does it is my Nemesis dip I know it's not an emergency or anything like that so like tomorrow if it's tomorrow or well on the work order here at home base tomorrow I'll be home all day sure everything just call Neil don't need power course usually to guy in Monsters downstairs so if I did send twice so I should be on the sheet much and I know it's crazy just wondered if so comma do you know send you have a rather than have to look through all my last time make Maiden Lane brain to Street which was 46096 Yarbrough right right so I'm around yeah yeah that's what I thought you very much for that bye bye 
564,138,685072425.0,0,0.8660254037844386,0.49999999999999994,0.9659258262890683,6.123233995736766e-17,0.8660254037844387,-1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,because I just went over with Maria speaking how can I make a file shows a message for the malfunction you are 85136 there because you know they were $99. We'll go over things first give you an accurate price and go ahead with the repair and when he's not able to accept cash checks Visa Mastercard I can't get them there in the morning give you a call like 15 minutes before he goes 
570,52,689925447.0,1,0.9659258262890682,0.25881904510252074,-0.9659258262890681,-0.4999999999999998,1.0,-0.4999999999999992,0,0,0,1,1,0,0,0,0,0,0,0,0,7:30 tomorrow morning at the office directly 
575,246,725140547.0,0,0.7071067811865476,0.8660254037844386,0.7071067811865476,-0.5000000000000004,6.123233995736766e-17,-0.5000000000000004,0,0,0,1,0,0,0,1,0,0,0,0,0,never occur furnace Portland for Harvey 
581,147,727950526.0,0,0.5000000000000003,0.25881904510252074,-0.7071067811865471,-1.8369701987210297e-16,1.0,0.5000000000000004,0,0,0,1,0,0,0,1,0,0,0,0,0,yes I was supposed to get a call back I think 
